Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
0,1,1,0,21,5,11.16666667,4,11,Dropout
0,1,1,0,18,0,0,0,0,Enrolled
0,1,1,0,19,7,12.82857143,7,12.82857143,Graduate
1,0,1,0,19,6,12.5,4,12.6,Dropout
0,1,1,1,28,3,10,3,12.4,Graduate
0,0,0,0,21,6,11.5,4,13.25,Graduate
1,0,0,0,23,7,11.32857143,7,11.32857143,Dropout
0,1,0,0,39,2,13,3,13,Enrolled
0,1,0,0,18,6,13.03333333,6,13.03333333,Graduate
0,1,0,0,59,6,12.16666667,4,11.75,Graduate
1,1,1,0,30,4,14.5,3,16.2,Enrolled
0,1,0,0,18,5,14.4,5,13.6,Graduate
0,1,0,0,41,4,12.25,6,12.5,Enrolled
0,1,0,0,27,0,0,0,0,Dropout
0,1,0,1,18,6,12.66666667,6,12,Graduate
1,0,0,0,20,2,12,3,11.66666667,Dropout
0,0,0,0,32,0,0,0,0,Dropout
0,1,0,0,19,3,11.66666667,4,10.8,Dropout
0,1,0,0,41,0,0,0,0,Dropout
0,1,0,0,38,1,10,0,0,Dropout
0,1,1,0,35,0,0,0,0,Dropout
0,1,0,0,27,4,12.25,3,12,Dropout
0,1,0,0,19,4,12,6,12.5,Graduate
0,0,0,0,18,5,12.6,5,11.8,Enrolled
0,0,0,0,39,0,0,0,0,Dropout
0,0,0,0,37,0,0,0,0,Dropout
0,0,0,0,37,0,0,0,0,Dropout
0,1,0,1,35,16,12.6875,13,12,Graduate
0,1,0,0,49,10,10.4,6,10.66666667,Graduate
0,1,0,0,52,14,10.46666667,12,10.92307692,Graduate
0,1,0,0,18,5,14.33333333,5,13,Graduate
0,1,0,1,30,6,14.66666667,6,14.33333333,Graduate
0,1,0,0,21,7,12.83571429,8,14.23125,Graduate
0,1,1,0,20,0,0,0,0,Dropout
1,1,1,0,18,0,0,0,0,Enrolled
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,0,18,8,13.24875,8,13.24875,Graduate
0,1,1,0,20,7,12.85714286,4,12.75,Enrolled
0,1,0,0,21,5,13.6,4,14.25,Enrolled
0,1,0,1,22,3,14,5,12.4,Graduate
1,0,0,0,20,3,12,2,11,Enrolled
0,1,0,0,20,6,13.16666667,4,14,Enrolled
0,1,0,1,19,6,13.625,6,12.16666667,Graduate
0,1,0,1,18,7,14.85,8,15.61111111,Graduate
0,1,1,0,21,4,10.75,5,11.4,Graduate
1,1,0,0,19,0,0,2,11.66666667,Enrolled
0,1,0,0,37,0,0,0,0,Dropout
0,1,0,0,45,12,14,7,13.85714286,Enrolled
1,0,1,0,38,0,0,0,0,Dropout
0,0,1,0,55,0,0,0,0,Dropout
1,0,0,0,28,5,13,4,11.75,Dropout
0,1,0,0,46,8,12.375,5,12.4,Graduate
0,1,0,0,22,0,0,0,0,Graduate
0,1,0,0,46,5,11.4,4,13.75,Dropout
0,1,0,0,28,4,11.25,4,13,Enrolled
1,0,0,0,18,3,13,3,12,Dropout
0,1,1,1,18,0,0,0,0,Enrolled
0,1,1,1,21,6,13.5,6,14.16666667,Graduate
0,1,0,0,18,1,11,4,11,Enrolled
0,1,0,0,34,0,0,1,11,Dropout
0,1,0,1,21,5,12,5,11.2,Dropout
0,1,0,1,18,5,13,6,13,Graduate
0,1,1,0,20,0,0,0,0,Graduate
0,1,0,0,18,4,12,4,12.25,Enrolled
0,1,1,0,21,5,11.16666667,3,10.8,Enrolled
0,1,1,0,19,2,10.5,1,12,Dropout
0,1,1,0,22,6,12.66666667,6,12.16666667,Graduate
0,1,1,0,23,1,11,0,0,Dropout
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,0,18,4,11.5,2,10.33333333,Enrolled
1,0,1,1,19,0,0,0,0,Dropout
0,1,1,0,19,2,10.5,4,11.75,Enrolled
0,1,1,0,19,4,12.5,4,11,Enrolled
0,1,1,0,22,6,12.83333333,6,12.5,Enrolled
0,1,1,1,18,6,15.57142857,6,16.14285714,Graduate
0,1,1,0,18,4,12,5,11.8,Dropout
1,1,1,0,19,4,11.25,3,11.33333333,Dropout
0,1,1,0,18,0,0,0,0,Graduate
0,1,1,0,21,6,12.28571429,4,14.25,Enrolled
0,1,1,0,18,5,11,3,10.33333333,Enrolled
0,1,1,0,19,6,12.14285714,5,13.6,Graduate
1,0,1,0,27,2,11.5,0,0,Dropout
1,1,1,0,20,11,12.54545455,8,11.625,Enrolled
0,1,1,0,20,4,13,6,13,Graduate
0,1,1,0,18,8,12.8875,8,12.8875,Graduate
0,1,1,0,18,6,12.66666667,5,13.6,Enrolled
0,1,1,0,18,6,12.83333333,6,12.57142857,Graduate
0,1,1,0,18,3,10.66666667,2,12.5,Dropout
0,1,1,0,18,5,13,5,12.4,Enrolled
0,1,0,0,18,6,11.98333333,8,12.28125,Graduate
0,0,0,0,37,0,0,0,0,Dropout
0,1,0,1,36,6,11.83333333,6,11.5,Graduate
0,1,0,0,26,3,12.66666667,2,11,Dropout
0,1,0,0,19,4,13.75,4,14.5,Graduate
0,1,0,0,24,5,11.4,5,11.8,Dropout
0,1,0,1,19,6,13.16666667,6,13,Dropout
0,1,0,1,20,6,12.83333333,5,11.8,Graduate
0,1,0,0,19,6,14.125,5,14.5,Graduate
0,1,0,0,21,3,11.66666667,5,13,Graduate
0,0,0,0,50,6,10.25,4,11.25,Dropout
0,1,0,0,47,6,12.51428571,4,11.75,Dropout
0,1,0,0,24,10,11.5,9,10.44444444,Dropout
0,0,0,0,48,1,10,0,0,Dropout
0,1,0,1,18,6,15.71428571,5,12.77777778,Graduate
0,1,1,0,32,4,12.5,4,11,Dropout
0,0,1,0,20,3,12,4,12.75,Dropout
1,1,1,0,24,0,0,0,0,Dropout
0,1,1,0,53,4,12.25,4,11.75,Graduate
1,0,1,0,42,0,0,0,0,Dropout
0,1,1,0,52,5,13.6,5,14.2,Graduate
0,1,1,0,54,13,13.30769231,11,12.81818182,Enrolled
0,1,1,0,49,5,12.2,5,11.8,Graduate
0,1,1,1,18,6,12.28571429,6,13.33333333,Graduate
0,1,1,0,37,3,12,4,13,Graduate
0,1,1,1,21,6,13.34285714,7,11.65,Graduate
1,1,1,0,26,0,0,0,0,Dropout
0,1,1,0,20,11,14.27272727,11,14.81818182,Graduate
0,1,0,1,19,7,12.1375,8,12.91111111,Graduate
0,1,0,0,18,6,14.16666667,6,14.85714286,Graduate
0,1,0,0,18,7,13.52857143,8,14.65555556,Graduate
0,1,0,0,20,5,12,6,11,Graduate
0,1,0,0,20,5,11.4,1,11,Dropout
0,1,0,0,21,0,0,0,0,Dropout
0,1,0,0,22,12,12.91666667,11,14.5,Graduate
0,1,0,1,18,7,13.6375,8,14.3875,Graduate
0,1,0,0,18,7,12.9,7,12.14285714,Dropout
0,1,0,1,19,7,14.36,7,14.36,Graduate
0,1,0,0,19,7,14.51428571,7,14.51428571,Enrolled
0,1,0,0,18,7,14.7,7,14.7,Graduate
0,1,0,0,27,5,15.2,5,14,Enrolled
0,1,0,1,20,7,13,8,15.0625,Graduate
0,1,0,0,20,6,13.5,0,0,Dropout
0,1,0,0,20,5,12.33333333,5,12.6,Graduate
0,1,0,0,19,5,13.4,5,13,Graduate
0,1,0,0,20,4,11.75,2,10.5,Enrolled
0,1,0,1,20,0,0,0,0,Graduate
0,1,0,0,20,0,0,0,0,Enrolled
0,1,0,0,27,11,14.72727273,7,14.14285714,Graduate
0,1,0,0,18,6,16.57142857,6,15.66666667,Graduate
0,1,0,0,18,7,15.145,8,15.7425,Graduate
0,1,0,1,18,7,13.44285714,8,15.075,Graduate
0,1,0,0,20,5,14.16666667,4,11.75,Graduate
0,1,0,0,19,6,14,5,15,Enrolled
0,1,0,1,20,6,11.33333333,6,12.33333333,Graduate
0,1,0,0,18,8,13.76125,8,13.76125,Graduate
1,0,0,0,22,5,11.6,5,10,Dropout
1,1,0,1,22,4,12.75,5,13,Graduate
0,1,0,0,25,4,12.5,4,11,Enrolled
0,1,0,0,19,6,15.30769231,6,14,Graduate
0,0,0,0,21,5,13.28571429,4,12,Dropout
0,1,0,0,27,7,14.75714286,8,14.07777778,Graduate
0,1,0,0,18,6,12.76666667,6,12.76666667,Graduate
0,0,0,0,18,5,10.4,0,0,Dropout
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,1,35,4,10.5,5,12.6,Graduate
0,1,1,0,23,4,14.25,5,13.4,Graduate
0,1,1,0,28,3,11.91666667,0,0,Dropout
0,1,1,0,19,3,10.66666667,2,14,Enrolled
0,1,1,0,19,4,12.25,3,12.66666667,Enrolled
1,1,1,0,20,4,12,5,11.6,Dropout
0,1,1,0,21,3,11,4,12.75,Dropout
0,1,1,0,18,6,14.16666667,5,13,Graduate
0,1,1,0,22,6,14.66666667,6,15,Graduate
0,1,1,0,21,0,0,5,12.28571429,Graduate
1,0,1,0,38,3,12.66666667,0,0,Dropout
0,1,1,0,20,0,0,0,0,Enrolled
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,0,24,0,0,0,0,Dropout
0,0,1,0,19,0,0,0,0,Dropout
0,1,1,1,19,7,13.7,8,14.02222222,Graduate
0,1,1,0,19,5,11.8,4,12.4,Enrolled
0,1,1,0,31,0,0,0,0,Dropout
0,1,1,1,19,6,13.33333333,6,13.28571429,Graduate
0,1,1,0,22,5,11.4,6,12.16666667,Graduate
0,1,1,0,25,0,0,0,0,Dropout
0,1,1,0,18,7,16.14285714,0,0,Dropout
0,1,1,0,30,0,0,0,0,Dropout
0,1,1,1,18,8,15.63375,8,15.63375,Graduate
0,1,1,0,18,6,13.66666667,6,14.5,Graduate
0,1,1,0,18,0,0,0,0,Dropout
0,1,1,0,18,6,12.5,6,11.5,Graduate
0,1,1,1,25,6,12.28571429,6,13,Graduate
0,1,1,0,18,2,14,3,11,Enrolled
0,1,1,0,18,0,0,0,0,Dropout
0,1,1,0,19,4,10.75,4,12.25,Enrolled
0,1,1,0,25,4,12.95,4,13.125,Dropout
0,1,0,0,19,6,12.45,6,12.45,Graduate
0,1,0,0,31,4,12.25,7,12,Enrolled
0,1,0,1,20,8,13.38125,8,13.38125,Graduate
0,0,0,0,33,5,12.16,5,11.34,Dropout
1,0,0,0,24,4,12.5,2,11.5,Enrolled
0,1,0,1,18,6,12.75,6,12.16666667,Graduate
0,1,0,0,19,8,13.3425,8,13.3425,Graduate
0,1,0,1,20,7,14.175,6,13.03125,Graduate
0,1,1,1,33,1,10,1,10,Enrolled
0,1,1,0,24,0,0,2,14.5,Dropout
0,1,1,0,24,0,0,0,0,Dropout
0,1,1,0,18,5,12,5,12.14285714,Graduate
0,1,0,1,18,6,10.57142857,5,11.4,Graduate
0,1,0,0,22,11,14.15384615,12,15.42857143,Graduate
0,1,0,1,18,6,11.16666667,5,12.4,Graduate
0,1,0,0,21,17,12,17,12.66666667,Graduate
0,1,0,0,38,3,11.33333333,4,12,Dropout
0,1,0,1,29,16,12.58823529,13,13.35714286,Graduate
0,1,0,1,20,4,12,4,10.75,Enrolled
0,0,0,0,18,0,0,0,0,Dropout
0,1,1,0,37,12,12.25,13,12.84615385,Graduate
0,1,1,0,20,5,11.6,5,12.8,Graduate
0,0,1,0,20,4,13,3,12,Dropout
1,1,1,0,40,3,10.66666667,2,12.5,Dropout
0,1,1,0,44,9,12.33333333,9,11,Enrolled
0,0,1,0,21,2,11,3,11.42857143,Dropout
0,1,1,0,21,6,13.42857143,8,13.125,Graduate
0,1,1,0,18,8,13.05375,8,13.05375,Graduate
0,1,1,0,18,6,12.03571429,7,13.75,Enrolled
0,1,1,0,27,6,14.16666667,6,13.83333333,Graduate
0,0,1,0,38,0,0,0,0,Dropout
0,1,1,0,18,5,13.6,3,12.66666667,Dropout
0,1,1,0,19,5,12.2,2,12,Enrolled
0,1,1,0,18,6,13.71428571,5,13.33333333,Dropout
1,0,1,0,19,3,11.66666667,2,10,Dropout
1,0,1,0,44,1,14,0,0,Dropout
0,1,1,0,26,4,12.5,3,10,Dropout
1,0,1,0,24,5,11.83333333,4,11.5,Dropout
0,0,1,0,27,0,0,0,0,Dropout
1,0,1,0,27,0,0,0,0,Dropout
0,1,1,0,25,13,11.53846154,10,12.4,Dropout
0,1,1,0,21,7,11.28571429,4,12.25,Enrolled
0,1,1,1,19,0,0,0,0,Graduate
0,1,1,0,20,5,11.8,4,12,Enrolled
0,1,1,0,20,0,0,2,10.5,Enrolled
1,0,1,0,20,0,0,0,0,Dropout
0,0,1,1,18,5,14.2,5,14.2,Enrolled
1,1,1,0,19,10,12.7,10,12.27272727,Enrolled
0,0,0,0,22,3,12.66666667,0,0,Dropout
0,1,0,0,19,6,14.42857143,6,15,Graduate
0,1,0,1,18,7,13.11714286,7,12.6,Graduate
1,1,0,0,20,6,12.66666667,6,11.83333333,Graduate
0,1,0,1,18,0,0,0,0,Dropout
0,1,1,0,36,6,15.28571429,6,16.5,Graduate
1,1,1,0,19,3,10.5,4,11.25,Graduate
0,1,1,1,21,11,12.63636364,9,12.6,Graduate
0,1,0,0,26,0,0,0,0,Dropout
1,0,0,0,29,3,14.33333333,1,14,Dropout
0,0,1,0,26,8,15.125,6,13.66666667,Enrolled
0,1,1,0,27,0,0,0,0,Dropout
1,1,1,0,32,3,12,3,10.33333333,Enrolled
0,1,0,1,23,4,14.25,5,12,Enrolled
0,1,0,0,24,2,10.5,4,10,Enrolled
0,1,0,1,19,6,13.5,6,14.42857143,Graduate
0,1,1,0,25,5,11.66666667,4,12,Enrolled
0,1,1,0,19,5,10.8,3,10,Enrolled
0,0,1,0,20,0,0,0,0,Dropout
0,1,1,0,33,9,12.8,7,11.42857143,Graduate
1,1,1,0,35,5,10.8,5,12,Dropout
0,1,1,0,23,4,11.4,4,11,Graduate
0,1,1,0,19,7,13.72571429,8,14.5,Graduate
0,1,1,0,21,5,12.8,5,12.25,Enrolled
0,1,1,1,21,6,13.5,6,11.16666667,Graduate
0,1,1,0,27,7,15.57,7,15.57,Dropout
1,1,1,0,19,4,11,2,12,Enrolled
0,1,1,0,28,7,14.11428571,8,15.91111111,Dropout
0,1,1,0,25,3,11,4,11.5,Enrolled
0,1,1,0,42,0,0,0,0,Dropout
0,1,1,0,27,4,13.5,4,13.75,Graduate
0,1,1,0,23,4,11.25,0,0,Dropout
0,1,1,1,18,6,12.14285714,6,11.33333333,Graduate
0,1,1,0,26,7,13.07571429,7,13.07571429,Graduate
0,1,1,0,18,0,0,0,0,Dropout
1,1,1,0,29,3,11,2,13.5,Dropout
0,1,1,0,22,0,0,0,0,Dropout
0,1,0,0,21,4,13.125,6,12.33333333,Enrolled
0,1,0,1,19,7,13.51285714,7,13.51285714,Graduate
0,1,0,1,18,6,12.83333333,6,12.16666667,Graduate
0,1,0,1,18,3,15,3,11.66666667,Dropout
1,0,0,0,40,5,12.8,3,13.33333333,Dropout
1,0,0,0,20,3,12.33333333,0,0,Dropout
0,1,1,0,18,5,12.288,5,12.288,Dropout
0,1,1,0,31,12,12.33333333,7,13.28571429,Graduate
0,1,1,1,18,4,11.5,5,12.8,Graduate
0,1,1,0,22,6,11.83333333,4,11.14285714,Dropout
1,0,1,0,38,0,0,0,0,Dropout
0,1,1,0,33,0,0,0,0,Dropout
0,1,1,1,19,5,11.8,3,11.5,Enrolled
0,1,1,0,18,0,0,0,0,Dropout
0,0,1,1,18,5,12.2,4,12,Enrolled
0,1,1,0,27,6,12.33333333,5,13,Graduate
0,1,1,0,26,6,12.42857143,6,12.83333333,Graduate
0,1,0,1,19,7,12.76571429,8,13.54444444,Graduate
0,1,1,0,44,5,12.1,5,12.6,Dropout
0,1,1,0,19,5,12,5,11.5,Graduate
0,1,1,0,20,0,0,0,0,Dropout
1,1,1,0,24,6,14.88888889,6,13.72727273,Enrolled
0,1,0,0,31,13,11.35714286,13,12,Graduate
0,1,0,0,25,6,13.5,6,12.5,Graduate
1,0,0,0,19,0,0,0,0,Dropout
0,1,0,0,18,7,13.88428571,8,14.75,Dropout
0,0,0,0,19,5,13,3,11.66666667,Enrolled
0,1,0,1,19,4,12.65,5,11.1,Enrolled
0,1,0,0,19,1,11,0,0,Enrolled
0,1,0,0,24,2,11.66666667,2,10.5,Dropout
0,1,0,0,20,6,14.5,6,12.66666667,Graduate
0,1,0,0,18,6,14.71428571,6,14.16666667,Graduate
0,1,0,1,18,6,13.28571429,6,14.33333333,Graduate
0,1,0,0,21,3,11.33333333,2,10.5,Enrolled
1,0,0,0,28,0,0,0,0,Dropout
0,1,0,1,18,4,11.57142857,5,12,Enrolled
1,1,0,0,18,5,13,4,11.5,Dropout
0,1,0,1,18,6,11.5,5,14,Graduate
0,1,0,1,18,5,11.8,5,11.6,Graduate
0,0,0,1,19,3,10.66666667,3,12.28571429,Dropout
0,1,0,1,19,6,13.8875,8,14.86444444,Graduate
1,1,0,1,20,5,11.4,6,11.5,Graduate
0,1,0,0,34,9,12.33333333,7,12.14285714,Graduate
0,1,0,0,39,5,12.16,5,12.16,Enrolled
0,1,0,0,19,8,13.4275,8,13.4275,Graduate
0,1,0,0,24,6,15.16666667,2,15.5,Graduate
0,1,0,0,18,0,0,0,0,Dropout
0,1,1,0,19,2,10.5,0,0,Dropout
0,1,1,1,18,5,11.8,3,11,Graduate
1,1,1,0,20,5,13.2,5,11.4,Enrolled
1,1,1,0,19,7,13.075,8,12.36111111,Graduate
0,1,1,0,19,4,11.6,2,13,Dropout
0,1,1,0,19,6,13.66666667,4,12.25,Dropout
0,1,1,0,41,4,10.75,2,10,Dropout
0,1,1,0,19,6,13.49285714,8,12.68888889,Graduate
0,1,1,0,19,3,12.5,4,11,Enrolled
0,0,1,0,23,0,0,0,0,Dropout
0,1,1,0,18,5,13.28571429,5,14.8,Dropout
0,1,1,0,19,5,12.6,5,11.8,Graduate
0,1,1,0,20,6,14,6,14.66666667,Graduate
1,0,1,0,35,2,11.5,2,10.5,Dropout
0,0,1,0,34,0,0,0,0,Dropout
1,0,0,1,19,6,11.83333333,6,12.875,Graduate
1,0,1,0,22,5,11.5,5,12.4,Graduate
0,1,1,0,20,6,14.16666667,6,12.33333333,Graduate
0,1,1,0,27,2,12.5,2,12.5,Enrolled
1,1,1,0,30,0,0,0,0,Dropout
0,1,1,0,34,0,0,1,11,Enrolled
0,0,1,0,20,2,10.5,0,0,Dropout
0,1,1,0,18,6,11.83333333,6,13.16666667,Graduate
0,1,1,1,26,0,0,0,0,Dropout
0,1,1,0,26,5,12.4,5,12.4,Graduate
0,0,1,0,26,2,10.5,0,0,Dropout
1,0,1,0,31,0,0,0,0,Dropout
0,1,1,1,20,12,14.58333333,11,14.33333333,Graduate
0,1,1,0,19,6,11.66666667,3,12.66666667,Graduate
1,0,1,0,23,0,0,0,0,Dropout
0,1,1,1,20,1,13,0,0,Dropout
0,1,1,0,20,7,15.66,9,15.01111111,Graduate
0,1,1,0,29,0,0,0,0,Dropout
0,1,1,1,20,6,12.16666667,4,12.75,Graduate
0,1,1,0,24,6,13.3,6,13.3,Graduate
0,1,1,0,37,0,0,0,0,Dropout
0,1,1,0,18,0,0,0,0,Dropout
1,0,1,1,18,0,0,0,0,Dropout
0,1,1,0,18,7,13.55714286,7,13.55714286,Graduate
1,1,1,0,41,5,14.33333333,6,14.63636364,Enrolled
0,1,1,0,35,4,12,3,10.33333333,Dropout
0,1,0,0,19,0,0,0,0,Dropout
0,1,1,0,18,0,0,0,0,Graduate
0,1,0,0,48,4,11.75,3,11.725,Enrolled
0,1,0,0,19,6,12.18333333,6,12.18333333,Graduate
0,0,1,0,30,6,11.83333333,4,11,Dropout
1,0,1,0,51,0,0,0,0,Dropout
0,1,0,0,18,6,15,5,14.33333333,Graduate
0,1,0,0,18,0,0,0,0,Graduate
0,1,0,0,18,0,0,0,0,Graduate
0,1,0,1,18,8,13.435,8,13.435,Graduate
0,1,0,0,18,4,13.5,0,0,Dropout
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,0,23,17,11.5,17,12.17647059,Graduate
0,1,0,0,19,2,10.5,3,11,Enrolled
0,1,0,0,21,4,12,2,11.5,Enrolled
1,0,0,0,18,5,12.2,4,11.5,Dropout
0,1,0,0,18,0,0,0,0,Graduate
0,1,0,0,21,10,14.5,8,14,Graduate
1,1,0,0,20,6,13.33333333,6,12.66666667,Graduate
0,1,0,0,24,9,12,9,12.55555556,Graduate
0,1,0,0,18,6,15.125,6,14,Graduate
0,1,0,0,18,6,13.11666667,6,13.11666667,Graduate
0,1,0,0,19,6,12.83333333,6,11.66666667,Graduate
0,1,0,1,20,6,13.33333333,6,14.16666667,Graduate
0,1,0,0,18,7,13.87714286,8,15.6625,Graduate
0,1,0,0,18,7,12.94428571,7,12.94428571,Graduate
0,1,0,0,19,5,12.33333333,5,11,Enrolled
0,1,0,0,19,6,14.26666667,6,14.26666667,Graduate
0,1,0,0,18,5,13,5,14,Graduate
0,1,0,0,20,8,12.48375,8,12.48375,Graduate
0,1,0,0,18,7,13.42857143,8,15.3125,Graduate
1,0,0,0,18,3,10.66666667,0,0,Dropout
0,1,0,0,18,5,15.4,5,12.2,Graduate
0,1,0,0,18,6,13.45,6,13.45,Graduate
0,1,0,1,18,6,12.6,6,12.6,Graduate
0,1,0,0,20,7,12.48571429,8,12.9375,Graduate
0,1,0,1,22,5,10.8,5,12.8,Graduate
1,1,0,0,20,5,12.2,5,14.6,Enrolled
0,1,0,0,20,5,14.2,2,13.5,Enrolled
0,1,0,0,18,6,13.83333333,6,14,Graduate
0,1,0,0,18,5,12.8,3,10,Enrolled
0,1,0,0,18,5,13.2,4,12.5,Graduate
1,1,0,1,18,1,14,0,0,Dropout
0,1,0,0,19,8,13.875,5,14,Graduate
0,1,0,1,19,5,12.5,5,12.71428571,Graduate
0,1,0,1,18,6,13.42857143,6,12.5,Graduate
0,0,0,1,18,5,11.8,5,13,Enrolled
0,1,0,1,18,7,14.86857143,8,15.11111111,Graduate
0,1,0,0,18,7,13.03,8,13.21875,Graduate
0,1,0,0,19,6,14.57142857,6,12.33333333,Graduate
0,1,0,0,18,5,11,4,11.25,Graduate
0,1,0,1,25,8,13.3675,8,13.3675,Graduate
0,1,0,1,19,6,12.80833333,7,12.82571429,Graduate
0,1,0,0,18,7,13.91857143,8,13.8875,Graduate
0,1,0,0,19,6,13,4,12.8,Graduate
0,1,0,0,18,6,13.68333333,6,13.68333333,Graduate
0,1,0,0,24,5,13,1,12,Dropout
0,1,0,0,21,5,12.8,5,11.2,Graduate
0,1,0,1,18,6,13.57142857,6,12.16666667,Graduate
0,1,0,0,18,6,13.16666667,6,13.16666667,Graduate
0,1,0,1,20,6,15,6,14.5,Graduate
0,1,0,0,19,6,12.66666667,5,11.4,Graduate
0,1,0,1,19,6,13.85714286,6,13.14285714,Dropout
0,1,0,0,30,7,14.69285714,8,14.9625,Graduate
0,1,0,0,18,8,14.035,8,14.035,Graduate
0,1,0,0,18,4,11,3,14,Graduate
0,1,0,1,18,6,13.33333333,6,13.33333333,Graduate
0,1,0,0,20,6,11.7725,7,12.33,Graduate
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,19,0,0,0,0,Dropout
0,0,0,0,19,0,0,0,0,Dropout
0,1,0,1,18,6,12.28571429,6,12,Graduate
0,1,0,0,17,5,12.46,5,12.46,Enrolled
0,1,0,0,19,6,12.16666667,6,13.16666667,Graduate
0,1,0,0,18,5,11.83333333,2,11.5,Enrolled
0,1,0,0,25,7,14.80571429,7,14.80571429,Graduate
0,1,0,0,19,5,10.6,6,11.71428571,Dropout
1,0,0,0,24,8,13.125,6,13,Enrolled
1,1,0,1,19,6,12.83333333,6,12.66666667,Graduate
0,1,0,1,20,0,0,0,0,Enrolled
0,1,0,1,20,5,13,5,13.8,Graduate
0,1,0,1,20,7,12.725,8,13.7125,Graduate
0,1,0,0,19,4,11.25,3,10.33333333,Graduate
0,1,0,0,31,11,13.81818182,12,13.46153846,Graduate
0,1,0,0,20,3,12.33333333,3,13,Graduate
0,1,0,0,18,3,12.33333333,5,11.6,Enrolled
1,1,0,0,18,4,13.25,3,10.66666667,Enrolled
0,1,0,0,18,6,13.66666667,5,15.4,Graduate
1,1,0,0,20,8,12.625,3,11,Enrolled
0,1,0,1,20,6,14.83333333,6,12.14285714,Graduate
0,1,0,1,19,5,11.2,5,13.125,Dropout
0,1,0,1,21,5,11.4,5,12.2,Graduate
0,1,0,0,18,7,13.135,8,13.24444444,Graduate
0,1,0,0,21,10,13,10,11.4,Dropout
0,1,0,0,19,4,12.85,7,12.62142857,Enrolled
0,1,0,0,20,6,13.5,5,12.5,Graduate
0,1,0,0,20,6,14.28571429,3,13,Enrolled
0,1,0,1,18,5,13.5,6,14.5,Graduate
0,1,0,1,18,4,10.75,5,13,Graduate
0,1,0,1,18,6,11.33333333,6,11.83333333,Graduate
0,1,0,1,21,3,13,5,13.28571429,Graduate
0,1,0,0,18,6,13.96666667,6,13.96666667,Graduate
0,1,0,1,18,8,14.14125,8,14.14125,Graduate
0,1,0,1,20,4,11.6,4,11.75,Graduate
0,1,0,1,32,8,14.6625,8,14.6625,Graduate
0,1,0,0,34,0,0,0,0,Enrolled
0,1,0,1,23,6,12.99333333,8,12.66875,Graduate
0,1,0,0,18,4,11.25,5,12.2,Enrolled
0,1,0,0,18,5,12.2,5,12.8,Graduate
0,1,0,0,34,0,0,0,0,Dropout
1,1,0,0,25,6,11.33333333,4,11.75,Enrolled
0,1,0,0,21,5,12.2,5,11.8,Graduate
0,1,0,1,20,0,0,0,0,Dropout
0,1,0,0,18,6,11.33333333,6,11.66666667,Graduate
0,1,0,0,18,6,13.85714286,6,13.1,Graduate
0,1,0,0,18,6,12.85714286,6,13.33333333,Graduate
0,1,0,0,24,1,10,0,0,Dropout
1,0,0,0,32,14,10.21428571,13,11.38461538,Graduate
1,0,0,0,24,6,11.28571429,3,10.33333333,Dropout
0,1,0,1,18,6,13.83333333,0,0,Dropout
0,1,0,0,28,6,12.85714286,5,12.6,Graduate
0,1,0,1,18,6,11.66666667,4,12,Dropout
0,0,0,0,24,0,0,0,0,Dropout
0,1,0,0,19,5,14.4,5,13.2,Graduate
0,1,0,0,44,6,14.83333333,6,14.16666667,Graduate
0,1,0,1,18,6,14.33333333,6,12,Graduate
0,1,0,0,18,0,0,0,0,Graduate
0,1,0,0,22,0,0,0,0,Dropout
0,1,0,1,18,6,12.33333333,6,12.66666667,Graduate
0,1,0,0,44,5,11.8,5,12.4,Graduate
1,1,0,0,33,5,13.2,5,10.6,Dropout
1,0,0,0,32,0,0,0,0,Dropout
0,0,0,0,35,0,0,0,0,Dropout
0,1,0,0,20,6,11.5,6,13.28571429,Graduate
0,1,0,0,24,5,12.6,5,12.2,Graduate
0,1,0,0,19,7,13.54285714,8,14.22222222,Graduate
0,1,0,0,21,5,11.6,5,13,Enrolled
0,1,1,1,19,6,13.66666667,6,13.83333333,Graduate
0,0,1,0,27,0,0,0,0,Dropout
0,0,0,0,30,0,0,0,0,Dropout
0,1,1,0,21,0,0,0,0,Dropout
0,1,1,0,19,6,11.5,6,12.28571429,Graduate
0,1,0,0,34,2,11.5,4,11.75,Enrolled
0,1,1,0,18,7,11.82857143,7,12.9125,Graduate
0,1,1,0,21,0,0,0,0,Graduate
0,1,1,0,17,0,0,0,0,Enrolled
0,1,0,1,19,6,12.96666667,6,12.96666667,Graduate
0,1,1,0,18,6,13.83333333,6,13.66666667,Graduate
0,1,0,0,19,7,14.12571429,8,14.36875,Graduate
1,1,0,0,45,5,12.16666667,0,0,Dropout
0,1,0,0,26,6,12.66666667,4,12.25,Graduate
0,1,1,0,51,0,0,0,0,Dropout
1,1,1,1,49,6,12.28571429,6,14.16666667,Graduate
0,1,1,0,22,3,14.5,4,14.375,Enrolled
